,InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
77659,542777,22508,4,2011-02-01 08:31:00,3.75,14911.0,EIRE
77660,542777,84683,48,2011-02-01 08:31:00,0.65,14911.0,EIRE
77661,542777,21733,12,2011-02-01 08:31:00,2.95,14911.0,EIRE
77662,542777,22136,12,2011-02-01 08:31:00,1.65,14911.0,EIRE
77663,542777,22137,6,2011-02-01 08:31:00,2.95,14911.0,EIRE
77664,542777,85184C,6,2011-02-01 08:31:00,2.95,14911.0,EIRE
77665,542777,85123A,6,2011-02-01 08:31:00,2.95,14911.0,EIRE
77666,542777,22132,12,2011-02-01 08:31:00,0.85,14911.0,EIRE
77667,542777,21470,6,2011-02-01 08:31:00,3.75,14911.0,EIRE
77668,542777,22625,2,2011-02-01 08:31:00,8.5,14911.0,EIRE
77669,542777,21232,24,2011-02-01 08:31:00,1.25,14911.0,EIRE
77670,542777,85099B,10,2011-02-01 08:31:00,1.95,14911.0,EIRE
77671,542777,20985,12,2011-02-01 08:31:00,1.25,14911.0,EIRE
77672,542777,22208,12,2011-02-01 08:31:00,1.65,14911.0,EIRE
77673,542777,22211,12,2011-02-01 08:31:00,1.65,14911.0,EIRE
77674,542777,21635,6,2011-02-01 08:31:00,3.75,14911.0,EIRE
77675,542777,84536A,16,2011-02-01 08:31:00,0.42,14911.0,EIRE
77676,542777,22045,25,2011-02-01 08:31:00,0.42,14911.0,EIRE
77677,542777,16156S,25,2011-02-01 08:31:00,0.42,14911.0,EIRE
77678,542777,22382,10,2011-02-01 08:31:00,1.65,14911.0,EIRE
77679,542777,20725,10,2011-02-01 08:31:00,1.65,14911.0,EIRE
77680,542777,21559,6,2011-02-01 08:31:00,2.55,14911.0,EIRE
77681,542777,21915,12,2011-02-01 08:31:00,1.25,14911.0,EIRE
77682,542777,22487,4,2011-02-01 08:31:00,8.5,14911.0,EIRE
77683,542777,22417,24,2011-02-01 08:31:00,0.55,14911.0,EIRE
77684,542777,84992,24,2011-02-01 08:31:00,0.55,14911.0,EIRE
77685,542777,22497,4,2011-02-01 08:31:00,4.25,14911.0,EIRE
77686,542777,22624,2,2011-02-01 08:31:00,8.5,14911.0,EIRE
77687,542778,21471,6,2011-02-01 09:01:00,3.75,14496.0,United Kingdom
77688,542778,22771,12,2011-02-01 09:01:00,1.25,14496.0,United Kingdom
77689,542778,21672,12,2011-02-01 09:01:00,1.25,14496.0,United Kingdom
77690,542778,84879,8,2011-02-01 09:01:00,1.69,14496.0,United Kingdom
77691,542778,22139,3,2011-02-01 09:01:00,4.95,14496.0,United Kingdom
77692,542778,21485,3,2011-02-01 09:01:00,4.95,14496.0,United Kingdom
77693,542778,22835,4,2011-02-01 09:01:00,4.65,14496.0,United Kingdom
77694,542778,22113,4,2011-02-01 09:01:00,3.75,14496.0,United Kingdom
77695,542778,21257,2,2011-02-01 09:01:00,7.95,14496.0,United Kingdom
77696,542778,22180,1,2011-02-01 09:01:00,9.95,14496.0,United Kingdom
77697,542778,22423,3,2011-02-01 09:01:00,12.75,14496.0,United Kingdom
77698,542778,84945,12,2011-02-01 09:01:00,0.85,14496.0,United Kingdom
77699,542778,48188,2,2011-02-01 09:01:00,7.95,14496.0,United Kingdom
77700,542778,21781,1,2011-02-01 09:01:00,14.95,14496.0,United Kingdom
77701,542779,21121,24,2011-02-01 09:36:00,1.25,17147.0,United Kingdom
77702,542779,21122,24,2011-02-01 09:36:00,1.25,17147.0,United Kingdom
77703,542779,21124,24,2011-02-01 09:36:00,1.25,17147.0,United Kingdom
77704,542779,22858,12,2011-02-01 09:36:00,1.65,17147.0,United Kingdom
77705,542779,22859,6,2011-02-01 09:36:00,1.65,17147.0,United Kingdom
77706,542779,22860,6,2011-02-01 09:36:00,1.65,17147.0,United Kingdom
77707,542779,22861,6,2011-02-01 09:36:00,1.65,17147.0,United Kingdom
77708,542779,21977,24,2011-02-01 09:36:00,0.55,17147.0,United Kingdom
77709,542779,21212,24,2011-02-01 09:36:00,0.55,17147.0,United Kingdom
77710,542779,22417,24,2011-02-01 09:36:00,0.55,17147.0,United Kingdom
77711,542779,22423,6,2011-02-01 09:36:00,12.75,17147.0,United Kingdom
77712,542779,22699,18,2011-02-01 09:36:00,2.95,17147.0,United Kingdom
77713,542779,84375,12,2011-02-01 09:36:00,2.1,17147.0,United Kingdom
77714,542779,84380,12,2011-02-01 09:36:00,1.25,17147.0,United Kingdom
77715,542779,84378,12,2011-02-01 09:36:00,1.25,17147.0,United Kingdom
77716,542779,84279B,4,2011-02-01 09:36:00,3.75,17147.0,United Kingdom
77717,542779,84279P,4,2011-02-01 09:36:00,3.75,17147.0,United Kingdom
77718,542779,21156,8,2011-02-01 09:36:00,1.95,17147.0,United Kingdom
77719,542780,82583,12,2011-02-01 09:38:00,2.1,17675.0,United Kingdom
77720,542780,85150,12,2011-02-01 09:38:00,2.55,17675.0,United Kingdom
77721,542780,85099B,10,2011-02-01 09:38:00,1.95,17675.0,United Kingdom
77722,542780,21931,20,2011-02-01 09:38:00,1.95,17675.0,United Kingdom
77723,542780,20713,20,2011-02-01 09:38:00,1.95,17675.0,United Kingdom
77724,542780,21929,10,2011-02-01 09:38:00,1.95,17675.0,United Kingdom
77725,542780,22189,8,2011-02-01 09:38:00,3.95,17675.0,United Kingdom
77726,542780,22294,24,2011-02-01 09:38:00,1.25,17675.0,United Kingdom
77727,542780,22804,6,2011-02-01 09:38:00,2.95,17675.0,United Kingdom
77728,542780,85123A,32,2011-02-01 09:38:00,2.55,17675.0,United Kingdom
77729,542780,22193,2,2011-02-01 09:38:00,8.5,17675.0,United Kingdom
77730,542780,22192,2,2011-02-01 09:38:00,8.5,17675.0,United Kingdom
77731,542780,22191,2,2011-02-01 09:38:00,8.5,17675.0,United Kingdom
77732,542780,22726,12,2011-02-01 09:38:00,3.75,17675.0,United Kingdom
77733,542780,22727,4,2011-02-01 09:38:00,3.75,17675.0,United Kingdom
77734,542780,22730,4,2011-02-01 09:38:00,3.75,17675.0,United Kingdom
77735,542780,47566,10,2011-02-01 09:38:00,4.65,17675.0,United Kingdom
77736,542780,21175,24,2011-02-01 09:38:00,2.1,17675.0,United Kingdom
77737,542780,21181,24,2011-02-01 09:38:00,2.1,17675.0,United Kingdom
77738,542780,82484,12,2011-02-01 09:38:00,5.55,17675.0,United Kingdom
77739,542780,22681,10,2011-02-01 09:38:00,1.25,17675.0,United Kingdom
77740,542780,22680,10,2011-02-01 09:38:00,1.25,17675.0,United Kingdom
77741,C542781,21731,-12,2011-02-01 09:38:00,1.65,12626.0,Germany
77742,C542781,22634,-3,2011-02-01 09:38:00,8.5,12626.0,Germany
77743,542782,20702,6,2011-02-01 10:00:00,4.25,12712.0,Germany
77744,542782,22173,8,2011-02-01 10:00:00,2.95,12712.0,Germany
77745,542782,22320,3,2011-02-01 10:00:00,5.95,12712.0,Germany
77746,542782,22171,4,2011-02-01 10:00:00,8.5,12712.0,Germany
77747,542782,22168,2,2011-02-01 10:00:00,8.5,12712.0,Germany
77748,542782,82494L,12,2011-02-01 10:00:00,2.95,12712.0,Germany
77749,542782,22763,2,2011-02-01 10:00:00,9.95,12712.0,Germany
77750,542782,22957,12,2011-02-01 10:00:00,2.95,12712.0,Germany
77751,542782,22788,4,2011-02-01 10:00:00,9.95,12712.0,Germany
77752,542782,22914,6,2011-02-01 10:00:00,4.95,12712.0,Germany
77753,542782,POST,2,2011-02-01 10:00:00,18.0,12712.0,Germany
77754,542783,21690,4,2011-02-01 10:02:00,0.0,,United Kingdom
77755,542784,84795C,3,2011-02-01 10:04:00,0.0,,United Kingdom
77756,542785,48194,10,2011-02-01 10:14:00,6.75,13881.0,United Kingdom
77757,542785,48188,10,2011-02-01 10:14:00,6.75,13881.0,United Kingdom
77758,542785,22149,40,2011-02-01 10:14:00,1.85,13881.0,United Kingdom
77759,542785,22150,40,2011-02-01 10:14:00,1.65,13881.0,United Kingdom
77760,542785,21922,12,2011-02-01 10:14:00,6.95,13881.0,United Kingdom
77761,542785,84795B,12,2011-02-01 10:14:00,6.95,13881.0,United Kingdom
77762,542785,84050,72,2011-02-01 10:14:00,1.25,13881.0,United Kingdom
77763,542785,84789,16,2011-02-01 10:14:00,2.95,13881.0,United Kingdom
77764,542785,21080,96,2011-02-01 10:14:00,0.64,13881.0,United Kingdom
77765,542785,22354,30,2011-02-01 10:14:00,3.39,13881.0,United Kingdom
77766,542785,16016,200,2011-02-01 10:14:00,0.72,13881.0,United Kingdom
77767,542785,21181,48,2011-02-01 10:14:00,1.85,13881.0,United Kingdom
77768,542785,84992,120,2011-02-01 10:14:00,0.42,13881.0,United Kingdom
77769,542786,22970,6,2011-02-01 10:15:00,2.55,17314.0,United Kingdom
77770,542786,22616,24,2011-02-01 10:15:00,0.29,17314.0,United Kingdom
77771,542786,22902,12,2011-02-01 10:15:00,2.1,17314.0,United Kingdom
77772,542786,22134,12,2011-02-01 10:15:00,0.42,17314.0,United Kingdom
77773,542786,22131,6,2011-02-01 10:15:00,1.95,17314.0,United Kingdom
77774,542786,22931,6,2011-02-01 10:15:00,2.55,17314.0,United Kingdom
77775,542786,22930,6,2011-02-01 10:15:00,2.55,17314.0,United Kingdom
77776,542786,20832,24,2011-02-01 10:15:00,0.85,17314.0,United Kingdom
77777,542786,21975,24,2011-02-01 10:15:00,0.55,17314.0,United Kingdom
77778,542786,21212,24,2011-02-01 10:15:00,0.55,17314.0,United Kingdom
77779,542786,22951,24,2011-02-01 10:15:00,0.55,17314.0,United Kingdom
77780,542786,20679,3,2011-02-01 10:15:00,5.95,17314.0,United Kingdom
77781,542786,85014A,3,2011-02-01 10:15:00,5.95,17314.0,United Kingdom
77782,542786,21706,4,2011-02-01 10:15:00,4.95,17314.0,United Kingdom
77783,542786,21707,4,2011-02-01 10:15:00,4.95,17314.0,United Kingdom
77784,542786,21355,24,2011-02-01 10:15:00,1.25,17314.0,United Kingdom
77785,542786,22137,12,2011-02-01 10:15:00,2.95,17314.0,United Kingdom
77786,542786,20985,12,2011-02-01 10:15:00,1.25,17314.0,United Kingdom
77787,542786,21314,8,2011-02-01 10:15:00,2.1,17314.0,United Kingdom
77788,542786,22644,12,2011-02-01 10:15:00,1.45,17314.0,United Kingdom
77789,542786,21563,6,2011-02-01 10:15:00,2.95,17314.0,United Kingdom
77790,C542787,85141,-1,2011-02-01 10:22:00,8.95,15864.0,United Kingdom
77791,C542787,21319,-1,2011-02-01 10:22:00,1.65,15864.0,United Kingdom
77792,C542787,21318,-2,2011-02-01 10:22:00,1.65,15864.0,United Kingdom
77793,542788,21977,48,2011-02-01 10:37:00,0.55,16570.0,United Kingdom
77794,542788,22402,12,2011-02-01 10:37:00,1.25,16570.0,United Kingdom
77795,542788,22398,12,2011-02-01 10:37:00,1.25,16570.0,United Kingdom
77796,542788,22727,4,2011-02-01 10:37:00,3.75,16570.0,United Kingdom
77797,542788,22726,4,2011-02-01 10:37:00,3.75,16570.0,United Kingdom
77798,542788,22969,96,2011-02-01 10:37:00,1.25,16570.0,United Kingdom
77799,542788,84978,36,2011-02-01 10:37:00,1.06,16570.0,United Kingdom
77800,542788,22281,4,2011-02-01 10:37:00,5.95,16570.0,United Kingdom
77801,542788,22957,6,2011-02-01 10:37:00,2.95,16570.0,United Kingdom
77802,542788,22856,12,2011-02-01 10:37:00,1.25,16570.0,United Kingdom
77803,542788,22148,24,2011-02-01 10:37:00,1.95,16570.0,United Kingdom
77804,542788,22863,8,2011-02-01 10:37:00,2.95,16570.0,United Kingdom
77805,542788,84970S,24,2011-02-01 10:37:00,0.85,16570.0,United Kingdom
77806,542788,21212,48,2011-02-01 10:37:00,0.55,16570.0,United Kingdom
77807,542788,22692,4,2011-02-01 10:37:00,7.95,16570.0,United Kingdom
77808,542789,47566,100,2011-02-01 10:38:00,3.75,17511.0,United Kingdom
77809,542789,22668,50,2011-02-01 10:38:00,2.55,17511.0,United Kingdom
77810,542789,47590A,12,2011-02-01 10:38:00,5.45,17511.0,United Kingdom
77811,542789,47590B,12,2011-02-01 10:38:00,5.45,17511.0,United Kingdom
77812,542789,22024,72,2011-02-01 10:38:00,0.36,17511.0,United Kingdom
77813,542789,22029,72,2011-02-01 10:38:00,0.36,17511.0,United Kingdom
77814,542789,22045,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77815,542789,16161U,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77816,542789,22716,72,2011-02-01 10:38:00,0.36,17511.0,United Kingdom
77817,542789,22759,96,2011-02-01 10:38:00,1.45,17511.0,United Kingdom
77818,542789,21239,96,2011-02-01 10:38:00,0.72,17511.0,United Kingdom
77819,542789,20676,72,2011-02-01 10:38:00,1.06,17511.0,United Kingdom
77820,542789,20677,72,2011-02-01 10:38:00,1.06,17511.0,United Kingdom
77821,542789,20675,72,2011-02-01 10:38:00,1.06,17511.0,United Kingdom
77822,542789,20674,72,2011-02-01 10:38:00,1.06,17511.0,United Kingdom
77823,542789,21243,96,2011-02-01 10:38:00,1.45,17511.0,United Kingdom
77824,542789,21947,12,2011-02-01 10:38:00,1.25,17511.0,United Kingdom
77825,542789,21930,100,2011-02-01 10:38:00,1.65,17511.0,United Kingdom
77826,542789,22385,100,2011-02-01 10:38:00,1.65,17511.0,United Kingdom
77827,542789,85099B,100,2011-02-01 10:38:00,1.65,17511.0,United Kingdom
77828,542789,85099F,100,2011-02-01 10:38:00,1.65,17511.0,United Kingdom
77829,542789,84879,160,2011-02-01 10:38:00,1.45,17511.0,United Kingdom
77830,542789,21755,18,2011-02-01 10:38:00,5.45,17511.0,United Kingdom
77831,542789,21754,18,2011-02-01 10:38:00,5.45,17511.0,United Kingdom
77832,542789,21041,12,2011-02-01 10:38:00,2.95,17511.0,United Kingdom
77833,542789,21154,10,2011-02-01 10:38:00,1.25,17511.0,United Kingdom
77834,542789,85208,96,2011-02-01 10:38:00,1.69,17511.0,United Kingdom
77835,542789,22254,24,2011-02-01 10:38:00,1.25,17511.0,United Kingdom
77836,542789,22255,48,2011-02-01 10:38:00,0.85,17511.0,United Kingdom
77837,542789,22722,24,2011-02-01 10:38:00,3.45,17511.0,United Kingdom
77838,542789,23230,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77839,542789,23231,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77840,542789,23232,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77841,542789,23233,50,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77842,542789,82484,12,2011-02-01 10:38:00,5.55,17511.0,United Kingdom
77843,542789,22170,12,2011-02-01 10:38:00,5.95,17511.0,United Kingdom
77844,542789,85123A,32,2011-02-01 10:38:00,2.55,17511.0,United Kingdom
77845,542789,21166,48,2011-02-01 10:38:00,1.69,17511.0,United Kingdom
77846,542789,82600,48,2011-02-01 10:38:00,1.69,17511.0,United Kingdom
77847,542789,21165,48,2011-02-01 10:38:00,1.45,17511.0,United Kingdom
77848,542789,21563,60,2011-02-01 10:38:00,2.55,17511.0,United Kingdom
77849,542789,21564,60,2011-02-01 10:38:00,2.55,17511.0,United Kingdom
77850,542789,21080,96,2011-02-01 10:38:00,0.64,17511.0,United Kingdom
77851,542789,22354,30,2011-02-01 10:38:00,3.39,17511.0,United Kingdom
77852,542789,21430,24,2011-02-01 10:38:00,3.39,17511.0,United Kingdom
77853,542789,21484,36,2011-02-01 10:38:00,2.95,17511.0,United Kingdom
77854,542789,21499,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77855,542789,21495,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77856,542789,22046,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77857,542789,22817,72,2011-02-01 10:38:00,0.36,17511.0,United Kingdom
77858,542789,22983,72,2011-02-01 10:38:00,0.36,17511.0,United Kingdom
77859,542789,16156S,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom
77860,542789,22970,36,2011-02-01 10:38:00,2.1,17511.0,United Kingdom
77861,542789,22383,100,2011-02-01 10:38:00,1.45,17511.0,United Kingdom
77862,542789,21121,24,2011-02-01 10:38:00,1.25,17511.0,United Kingdom
77863,542789,21122,24,2011-02-01 10:38:00,1.25,17511.0,United Kingdom
77864,542789,21123,24,2011-02-01 10:38:00,1.25,17511.0,United Kingdom
77865,542789,21124,24,2011-02-01 10:38:00,1.25,17511.0,United Kingdom
77866,542790,21217,2,2011-02-01 10:38:00,9.95,16612.0,United Kingdom
77867,542790,22427,3,2011-02-01 10:38:00,5.95,16612.0,United Kingdom
77868,542790,62086A,6,2011-02-01 10:38:00,1.95,16612.0,United Kingdom
77869,542790,21790,12,2011-02-01 10:38:00,0.85,16612.0,United Kingdom
77870,542790,21875,12,2011-02-01 10:38:00,1.25,16612.0,United Kingdom
77871,542790,22358,6,2011-02-01 10:38:00,2.95,16612.0,United Kingdom
77872,542790,22178,12,2011-02-01 10:38:00,1.25,16612.0,United Kingdom
77873,542790,48194,2,2011-02-01 10:38:00,7.95,16612.0,United Kingdom
77874,542790,22467,6,2011-02-01 10:38:00,2.55,16612.0,United Kingdom
77875,542790,22855,12,2011-02-01 10:38:00,1.25,16612.0,United Kingdom
77876,542790,85099B,10,2011-02-01 10:38:00,1.95,16612.0,United Kingdom
77877,542790,21931,10,2011-02-01 10:38:00,1.95,16612.0,United Kingdom
77878,542790,21389,12,2011-02-01 10:38:00,0.85,16612.0,United Kingdom
77879,542790,21713,8,2011-02-01 10:38:00,2.1,16612.0,United Kingdom
77880,542790,21714,12,2011-02-01 10:38:00,1.25,16612.0,United Kingdom
77881,542790,85123A,6,2011-02-01 10:38:00,2.95,16612.0,United Kingdom
77882,542790,21742,2,2011-02-01 10:38:00,5.95,16612.0,United Kingdom
77883,542790,22690,2,2011-02-01 10:38:00,7.95,16612.0,United Kingdom
77884,542791,22692,2,2011-02-01 10:47:00,7.95,15039.0,United Kingdom
77885,542791,22366,1,2011-02-01 10:47:00,7.95,15039.0,United Kingdom
77886,542791,22365,1,2011-02-01 10:47:00,7.95,15039.0,United Kingdom
77887,542791,47566B,3,2011-02-01 10:47:00,4.65,15039.0,United Kingdom
77888,542791,84508A,1,2011-02-01 10:47:00,2.55,15039.0,United Kingdom
77889,542791,21055,2,2011-02-01 10:47:00,8.95,15039.0,United Kingdom
77890,542791,84313B,3,2011-02-01 10:47:00,4.25,15039.0,United Kingdom
77891,542791,85099C,10,2011-02-01 10:47:00,1.95,15039.0,United Kingdom
77892,542791,22385,10,2011-02-01 10:47:00,1.95,15039.0,United Kingdom
77893,542791,22411,10,2011-02-01 10:47:00,1.95,15039.0,United Kingdom
77894,542791,22624,12,2011-02-01 10:47:00,7.65,15039.0,United Kingdom
77895,542791,22775,12,2011-02-01 10:47:00,1.25,15039.0,United Kingdom
77896,542791,22064,2,2011-02-01 10:47:00,1.65,15039.0,United Kingdom
77897,542791,85099B,20,2011-02-01 10:47:00,1.95,15039.0,United Kingdom
77898,542791,22374,1,2011-02-01 10:47:00,4.25,15039.0,United Kingdom
77899,542791,22219,4,2011-02-01 10:47:00,0.85,15039.0,United Kingdom
77900,542791,22079,5,2011-02-01 10:47:00,1.65,15039.0,United Kingdom
77901,542791,85049E,1,2011-02-01 10:47:00,1.25,15039.0,United Kingdom
77902,542791,85049G,1,2011-02-01 10:47:00,1.25,15039.0,United Kingdom
77903,542791,85049C,1,2011-02-01 10:47:00,1.25,15039.0,United Kingdom
77904,542791,22435,10,2011-02-01 10:47:00,1.25,15039.0,United Kingdom
77905,542791,22470,2,2011-02-01 10:47:00,2.95,15039.0,United Kingdom
77906,542791,21535,1,2011-02-01 10:47:00,2.55,15039.0,United Kingdom
77907,542791,22469,4,2011-02-01 10:47:00,1.65,15039.0,United Kingdom
77908,542791,22667,1,2011-02-01 10:47:00,2.95,15039.0,United Kingdom
77909,542791,22665,1,2011-02-01 10:47:00,2.95,15039.0,United Kingdom
77910,542791,21755,2,2011-02-01 10:47:00,5.95,15039.0,United Kingdom
77911,542791,22553,1,2011-02-01 10:47:00,1.65,15039.0,United Kingdom
77912,542791,21313,5,2011-02-01 10:47:00,0.85,15039.0,United Kingdom
77913,542791,21232,1,2011-02-01 10:47:00,1.25,15039.0,United Kingdom
77914,542791,22021,7,2011-02-01 10:47:00,1.65,15039.0,United Kingdom
77915,542791,85206A,4,2011-02-01 10:47:00,1.65,15039.0,United Kingdom
77916,542791,21231,1,2011-02-01 10:47:00,1.25,15039.0,United Kingdom
77917,542791,84988,9,2011-02-01 10:47:00,1.45,15039.0,United Kingdom
77918,542791,22382,2,2011-02-01 10:47:00,1.65,15039.0,United Kingdom
77919,542791,22720,2,2011-02-01 10:47:00,4.95,15039.0,United Kingdom
77920,542791,84406B,3,2011-02-01 10:47:00,3.25,15039.0,United Kingdom
77921,542791,82484,1,2011-02-01 10:47:00,6.45,15039.0,United Kingdom
77922,542791,71053,5,2011-02-01 10:47:00,3.75,15039.0,United Kingdom
77923,C542792,22730,-1,2011-02-01 10:49:00,3.75,14627.0,United Kingdom
77924,C542792,22505,-1,2011-02-01 10:49:00,4.95,14627.0,United Kingdom
77925,C542792,21259,-1,2011-02-01 10:49:00,5.95,14627.0,United Kingdom
77926,C542792,22891,-1,2011-02-01 10:49:00,4.25,14627.0,United Kingdom
77927,C542792,85123A,-1,2011-02-01 10:49:00,2.95,14627.0,United Kingdom
77928,C542793,22891,-6,2011-02-01 10:52:00,4.25,14113.0,United Kingdom
77929,C542793,22111,-72,2011-02-01 10:52:00,4.25,14113.0,United Kingdom
77930,542794,10135,1,2011-02-01 10:56:00,2.46,,United Kingdom
77931,542794,20662,1,2011-02-01 10:56:00,2.46,,United Kingdom
77932,542794,20685,1,2011-02-01 10:56:00,14.13,,United Kingdom
77933,542794,20712,1,2011-02-01 10:56:00,4.13,,United Kingdom
77934,542794,20713,1,2011-02-01 10:56:00,4.13,,United Kingdom
77935,542794,20719,1,2011-02-01 10:56:00,1.63,,United Kingdom
77936,542794,21000,1,2011-02-01 10:56:00,3.29,,United Kingdom
77937,542794,21001,1,2011-02-01 10:56:00,4.13,,United Kingdom
77938,542794,21002,1,2011-02-01 10:56:00,3.29,,United Kingdom
77939,542794,21107,1,2011-02-01 10:56:00,5.79,,United Kingdom
77940,542794,21155,1,2011-02-01 10:56:00,4.13,,United Kingdom
77941,542794,21169,1,2011-02-01 10:56:00,4.13,,United Kingdom
77942,542794,21216,1,2011-02-01 10:56:00,10.79,,United Kingdom
77943,542794,21231,1,2011-02-01 10:56:00,2.46,,United Kingdom
77944,542794,21232,3,2011-02-01 10:56:00,2.46,,United Kingdom
77945,542794,21259,1,2011-02-01 10:56:00,12.46,,United Kingdom
77946,542794,21363,1,2011-02-01 10:56:00,10.79,,United Kingdom
77947,542794,21563,1,2011-02-01 10:56:00,5.79,,United Kingdom
77948,542794,21672,12,2011-02-01 10:56:00,2.46,,United Kingdom
77949,542794,21717,1,2011-02-01 10:56:00,4.96,,United Kingdom
77950,542794,21792,1,2011-02-01 10:56:00,13.29,,United Kingdom
77951,542794,21801,6,2011-02-01 10:56:00,0.42,,United Kingdom
77952,542794,21812,1,2011-02-01 10:56:00,9.96,,United Kingdom
77953,542794,21815,1,2011-02-01 10:56:00,2.92,,United Kingdom
77954,542794,21873,1,2011-02-01 10:56:00,3.29,,United Kingdom
77955,542794,21891,1,2011-02-01 10:56:00,2.46,,United Kingdom
77956,542794,21906,1,2011-02-01 10:56:00,13.29,,United Kingdom
77957,542794,21930,1,2011-02-01 10:56:00,4.13,,United Kingdom
77958,542794,21935,1,2011-02-01 10:56:00,3.29,,United Kingdom
77959,542794,21977,1,2011-02-01 10:56:00,1.25,,United Kingdom
77960,542794,21990,2,2011-02-01 10:56:00,2.46,,United Kingdom
77961,542794,21991,1,2011-02-01 10:56:00,2.46,,United Kingdom
77962,542794,22055,1,2011-02-01 10:56:00,3.29,,United Kingdom
77963,542794,22070,1,2011-02-01 10:56:00,7.46,,United Kingdom
77964,542794,22135,2,2011-02-01 10:56:00,0.83,,United Kingdom
77965,542794,22147,3,2011-02-01 10:56:00,3.29,,United Kingdom
77966,542794,22156,1,2011-02-01 10:56:00,1.63,,United Kingdom
77967,542794,22173,1,2011-02-01 10:56:00,5.79,,United Kingdom
77968,542794,22182,1,2011-02-01 10:56:00,4.13,,United Kingdom
77969,542794,22183,2,2011-02-01 10:56:00,5.79,,United Kingdom
77970,542794,22196,1,2011-02-01 10:56:00,1.63,,United Kingdom
77971,542794,22248,2,2011-02-01 10:56:00,1.63,,United Kingdom
77972,542794,22281,1,2011-02-01 10:56:00,12.46,,United Kingdom
77973,542794,22301,1,2011-02-01 10:56:00,4.96,,United Kingdom
77974,542794,22379,1,2011-02-01 10:56:00,4.13,,United Kingdom
77975,542794,22457,1,2011-02-01 10:56:00,5.79,,United Kingdom
77976,542794,22467,2,2011-02-01 10:56:00,4.96,,United Kingdom
77977,542794,22489,2,2011-02-01 10:56:00,0.83,,United Kingdom
77978,542794,22508,1,2011-02-01 10:56:00,7.46,,United Kingdom
77979,542794,22555,5,2011-02-01 10:56:00,3.29,,United Kingdom
77980,542794,22558,2,2011-02-01 10:56:00,2.46,,United Kingdom
77981,542794,22605,1,2011-02-01 10:56:00,24.96,,United Kingdom
77982,542794,22625,1,2011-02-01 10:56:00,16.63,,United Kingdom
